mc1,mi_idx1,mi_idx2,ml,t1,|469074.000000|469074.000000
mc1,mi_idx1,mi_idx2,ml,t2,|28305.000000|22688.000000
mc1,mi_idx1,ml,t1,t2,|24936.000000|20646.000000
mc1,mc2,mi_idx2,ml,t1,|1378204.000000|1378204.000000
mc1,mc2,mi_idx2,ml,t2,|58658.000000|66659.000000
mc1,mc2,ml,t1,t2,|41820.000000|44673.000000
mc1,mi_idx2,ml,t1,t2,|9813.000000|7896.000000
mc2,mi_idx1,mi_idx2,ml,t1,|969720.000000|969720.000000
mc2,mi_idx1,mi_idx2,ml,t2,|20649.000000|46902.000000
mc2,mi_idx2,ml,t1,t2,|13931.000000|26561.000000
mc2,mi_idx1,ml,t1,t2,|14697.000000|29792.000000
mi_idx1,mi_idx2,ml,t1,t2,|2616.000000|3748.000000
cn1,it1,it2,mc1,mi_idx1,mi_idx2,|NO MATCH
cn1,it1,it2,mc1,mi_idx1,ml,|NO MATCH
cn1,it1,it2,mc1,mi_idx1,t1,|NO MATCH
cn1,it1,lt,mc1,mi_idx1,ml,|477.000000|66.000000
cn1,it1,mc1,mc2,mi_idx1,ml,|63904.000000|66417.000000
cn1,it1,mc1,mi_idx1,mi_idx2,ml,|14599.000000|18788.000000
cn1,it1,mc1,mi_idx1,ml,t1,|13204.000000|13204.000000
cn1,it1,mc1,mi_idx1,ml,t2,|944.000000|639.000000
cn1,it1,kt1,mc1,mi_idx1,t1,|3375.000000|1309.000000
cn1,lt,mc1,mc2,mi_idx1,ml,|7551.000000|7198.000000
cn1,lt,mc1,mi_idx1,mi_idx2,ml,|1848.000000|2036.000000
cn1,lt,mc1,mi_idx1,ml,t1,|1431.000000|1431.000000
cn1,lt,mc1,mi_idx1,ml,t2,|18.000000|69.000000
cn1,cn2,mc1,mc2,mi_idx1,ml,|191712.000000|191712.000000
cn1,mc1,mc2,mi_idx1,mi_idx2,ml,|273570.000000|272784.000000
cn1,mc1,mc2,mi_idx1,ml,t1,|191712.000000|191712.000000
cn1,mc1,mc2,mi_idx1,ml,t2,|9807.000000|9272.000000
cn1,it2,mc1,mi_idx1,mi_idx2,ml,|846.000000|388.000000
cn1,mc1,mi_idx1,mi_idx2,ml,t1,|43797.000000|43797.000000
cn1,mc1,mi_idx1,mi_idx2,ml,t2,|2997.000000|2118.000000
cn1,kt1,mc1,mi_idx1,ml,t1,|37716.000000|1188.000000
cn1,mc1,mi_idx1,ml,t1,t2,|2832.000000|1916.000000
cn1,kt2,mc1,mi_idx1,ml,t2,|87.000000|85.000000
cn1,kt1,kt2,mc1,mi_idx1,t1,|NO MATCH
cn1,cn2,lt,mc1,mc2,ml,|2570.000000|2570.000000
cn1,lt,mc1,mc2,mi_idx2,ml,|3712.000000|3657.000000
cn1,lt,mc1,mc2,ml,t1,|2570.000000|2570.000000
cn1,lt,mc1,mc2,ml,t2,|29.000000|124.000000
cn1,it2,lt,mc1,mi_idx2,ml,|4.000000|5.000000
cn1,lt,mc1,mi_idx2,ml,t1,|620.000000|620.000000
cn1,lt,mc1,mi_idx2,ml,t2,|12.000000|30.000000
cn1,kt1,lt,mc1,ml,t1,|427.000000|15.000000
cn1,lt,mc1,ml,t1,t2,|10.000000|25.000000
cn1,kt2,lt,mc1,ml,t2,|5.000000|1.000000
cn1,cn2,mc1,mc2,mi_idx2,ml,|105559.000000|104860.000000
cn1,cn2,mc1,mc2,ml,t1,|73695.000000|73695.000000
cn1,cn2,mc1,mc2,ml,t2,|4651.000000|3564.000000
cn1,it2,mc1,mc2,mi_idx2,ml,|1108.000000|934.000000
